instance=54,n=100,m=50,d=5,type=B1
BinType:1 cost=1063
Link236: itemNo1=11, itemNo2=99, cost=84
Link237: itemNo1=12, itemNo2=3, cost=1
Link238: itemNo1=12, itemNo2=6, cost=86
Link239: itemNo1=12, itemNo2=27, cost=42
Link240: itemNo1=12, itemNo2=28, cost=61
Link241: itemNo1=12, itemNo2=33, cost=26
Link242: itemNo1=12, itemNo2=34, cost=85
Link243: itemNo1=12, itemNo2=40, cost=71
Link244: itemNo1=12, itemNo2=43, cost=71
Link245: itemNo1=12, itemNo2=50, cost=46
Link246: itemNo1=12, itemNo2=69, cost=30
Link247: itemNo1=12, itemNo2=71, cost=62
Link248: itemNo1=12, itemNo2=72, cost=26
Link249: itemNo1=12, itemNo2=75, cost=68
Link250: itemNo1=12, itemNo2=76, cost=50
Link251: itemNo1=12, itemNo2=77, cost=37
Link252: itemNo1=12, itemNo2=86, cost=87
Link253: itemNo1=12, itemNo2=89, cost=76
Link254: itemNo1=12, itemNo2=94, cost=42
Link255: itemNo1=12, itemNo2=95, cost=63
Link256: itemNo1=12, itemNo2=96, cost=17
Link257: itemNo1=12, itemNo2=98, cost=74
Link258: itemNo1=12, itemNo2=100, cost=35
Link259: itemNo1=13, itemNo2=5, cost=30
Link260: itemNo1=13, itemNo2=16, cost=24
Link261: itemNo1=13, itemNo2=17, cost=81
Link262: itemNo1=13, itemNo2=22, cost=28
Link263: itemNo1=13, itemNo2=23, cost=85
Link264: itemNo1=13, itemNo2=28, cost=45
Link265: itemNo1=13, itemNo2=30, cost=61
Link266: itemNo1=13, itemNo2=54, cost=45
Link267: itemNo1=13, itemNo2=63, cost=31
Link268: itemNo1=13, itemNo2=76, cost=39
Link269: itemNo1=13, itemNo2=88, cost=84
Link270: itemNo1=13, itemNo2=93, cost=91
Link271: itemNo1=14, itemNo2=1, cost=80
Link272: itemNo1=14, itemNo2=4, cost=9
Link273: itemNo1=14, itemNo2=6, cost=44
Link274: itemNo1=14, itemNo2=8, cost=22
Link275: itemNo1=14, itemNo2=10, cost=38
Link276: itemNo1=14, itemNo2=15, cost=69
Link277: itemNo1=14, itemNo2=16, cost=63
Link278: itemNo1=14, itemNo2=19, cost=83
Link279: itemNo1=14, itemNo2=20, cost=79
Link280: itemNo1=14, itemNo2=27, cost=11
Link281: itemNo1=14, itemNo2=36, cost=82
Link282: itemNo1=14, itemNo2=49, cost=93
Link283: itemNo1=14, itemNo2=52, cost=26
Link284: itemNo1=14, itemNo2=67, cost=57
Link285: itemNo1=14, itemNo2=71, cost=99
Link286: itemNo1=14, itemNo2=82, cost=48
Link287: itemNo1=14, itemNo2=87, cost=21
Link288: itemNo1=15, itemNo2=4, cost=34
Link289: itemNo1=15, itemNo2=7, cost=15
Link290: itemNo1=15, itemNo2=12, cost=17
Link291: itemNo1=15, itemNo2=19, cost=40
Link292: itemNo1=15, itemNo2=20, cost=46
Link293: itemNo1=15, itemNo2=22, cost=33
Link294: itemNo1=15, itemNo2=26, cost=63
Link295: itemNo1=15, itemNo2=32, cost=32
Link296: itemNo1=15, itemNo2=38, cost=62
Link297: itemNo1=15, itemNo2=50, cost=5
Link298: itemNo1=15, itemNo2=53, cost=75
Link299: itemNo1=15, itemNo2=72, cost=84
Link300: itemNo1=15, itemNo2=74, cost=92
Link301: itemNo1=15, itemNo2=78, cost=64
Link302: itemNo1=15, itemNo2=79, cost=79
Link303: itemNo1=15, itemNo2=80, cost=78
Link304: itemNo1=15, itemNo2=82, cost=53
Link305: itemNo1=15, itemNo2=88, cost=75
Link306: itemNo1=15, itemNo2=94, cost=6
Link307: itemNo1=15, itemNo2=97, cost=21
Link308: itemNo1=15, itemNo2=99, cost=80
Link309: itemNo1=16, itemNo2=1, cost=75
Link310: itemNo1=16, itemNo2=3, cost=84
Link311: itemNo1=16, itemNo2=4, cost=63
Link312: itemNo1=16, itemNo2=19, cost=69
Link313: itemNo1=16, itemNo2=21, cost=35
Link314: itemNo1=16, itemNo2=24, cost=71
Link315: itemNo1=16, itemNo2=26, cost=97
Link316: itemNo1=16, itemNo2=27, cost=31
Link317: itemNo1=16, itemNo2=33, cost=55
Link318: itemNo1=16, itemNo2=49, cost=42
Link319: itemNo1=16, itemNo2=52, cost=82
Link320: itemNo1=16, itemNo2=53, cost=50
Link321: itemNo1=16, itemNo2=54, cost=76
Link322: itemNo1=16, itemNo2=63, cost=58
Link323: itemNo1=16, itemNo2=68, cost=41
Link324: itemNo1=16, itemNo2=73, cost=84
Link325: itemNo1=16, itemNo2=74, cost=22
Link326: itemNo1=16, itemNo2=76, cost=46
Link327: itemNo1=16, itemNo2=92, cost=36
Link328: itemNo1=16, itemNo2=93, cost=8
Link329: itemNo1=16, itemNo2=98, cost=22
Link330: itemNo1=17, itemNo2=3, cost=35
Link331: itemNo1=17, itemNo2=5, cost=73
Link332: itemNo1=17, itemNo2=6, cost=26
Link333: itemNo1=17, itemNo2=15, cost=83
Link334: itemNo1=17, itemNo2=16, cost=52
Link335: itemNo1=17, itemNo2=24, cost=65
Link336: itemNo1=17, itemNo2=26, cost=11
Link337: itemNo1=17, itemNo2=32, cost=7
Link338: itemNo1=17, itemNo2=33, cost=81
Link339: itemNo1=17, itemNo2=37, cost=66
Link340: itemNo1=17, itemNo2=40, cost=79
Link341: itemNo1=17, itemNo2=41, cost=4
Link342: itemNo1=17, itemNo2=43, cost=87
Link343: itemNo1=17, itemNo2=44, cost=17
Link344: itemNo1=17, itemNo2=49, cost=70
Link345: itemNo1=17, itemNo2=63, cost=61
Link346: itemNo1=17, itemNo2=65, cost=66
Link347: itemNo1=17, itemNo2=71, cost=22
Link348: itemNo1=17, itemNo2=75, cost=27
Link349: itemNo1=17, itemNo2=76, cost=49
Link350: itemNo1=17, itemNo2=79, cost=79
Link351: itemNo1=17, itemNo2=80, cost=47
Link352: itemNo1=17, itemNo2=87, cost=94
Link353: itemNo1=17, itemNo2=88, cost=58
Link354: itemNo1=17, itemNo2=89, cost=97
Link355: itemNo1=17, itemNo2=98, cost=52
Link356: itemNo1=18, itemNo2=3, cost=43
Link357: itemNo1=18, itemNo2=10, cost=3
Link358: itemNo1=18, itemNo2=11, cost=12
Link359: itemNo1=18, itemNo2=13, cost=68
Link360: itemNo1=18, itemNo2=24, cost=21
Link361: itemNo1=18, itemNo2=25, cost=64
Link362: itemNo1=18, itemNo2=27, cost=35
Link363: itemNo1=18, itemNo2=36, cost=3
Link364: itemNo1=18, itemNo2=44, cost=30
Link365: itemNo1=18, itemNo2=53, cost=39
Link366: itemNo1=18, itemNo2=73, cost=35
Link367: itemNo1=18, itemNo2=81, cost=29
Link368: itemNo1=18, itemNo2=92, cost=40
Link369: itemNo1=18, itemNo2=99, cost=28
Link370: itemNo1=19, itemNo2=2, cost=13
Link371: itemNo1=19, itemNo2=3, cost=5
Link372: itemNo1=19, itemNo2=11, cost=3
Link373: itemNo1=19, itemNo2=13, cost=4
Link374: itemNo1=19, itemNo2=14, cost=54
Link375: itemNo1=19, itemNo2=15, cost=99
Link376: itemNo1=19, itemNo2=16, cost=58
Link377: itemNo1=19, itemNo2=20, cost=88
Link378: itemNo1=19, itemNo2=23, cost=72
Link379: itemNo1=19, itemNo2=48, cost=6
Link380: itemNo1=19, itemNo2=51, cost=72
Link381: itemNo1=19, itemNo2=54, cost=25
Link382: itemNo1=19, itemNo2=64, cost=27
Link383: itemNo1=19, itemNo2=73, cost=19
Link384: itemNo1=19, itemNo2=75, cost=61
Link385: itemNo1=19, itemNo2=87, cost=69
Link386: itemNo1=19, itemNo2=92, cost=8
Link387: itemNo1=19, itemNo2=93, cost=17
Link388: itemNo1=19, itemNo2=95, cost=2
Link389: itemNo1=19, itemNo2=100, cost=71
Link390: itemNo1=20, itemNo2=17, cost=37
Link391: itemNo1=20, itemNo2=18, cost=61
Link392: itemNo1=20, itemNo2=22, cost=8
Link393: itemNo1=20, itemNo2=27, cost=58
Link394: itemNo1=20, itemNo2=28, cost=41
Link395: itemNo1=20, itemNo2=32, cost=52
Link396: itemNo1=20, itemNo2=33, cost=14
Link397: itemNo1=20, itemNo2=42, cost=85
Link398: itemNo1=20, itemNo2=46, cost=78
Link399: itemNo1=20, itemNo2=51, cost=25
Link400: itemNo1=20, itemNo2=58, cost=73
Link401: itemNo1=20, itemNo2=60, cost=62
Link402: itemNo1=20, itemNo2=63, cost=73
Link403: itemNo1=20, itemNo2=72, cost=51
Link404: itemNo1=20, itemNo2=74, cost=55
Link405: itemNo1=20, itemNo2=90, cost=61
Link406: itemNo1=20, itemNo2=92, cost=29
Link407: itemNo1=20, itemNo2=94, cost=77
Link408: itemNo1=21, itemNo2=3, cost=63
Link409: itemNo1=21, itemNo2=6, cost=89
Link410: itemNo1=21, itemNo2=7, cost=60
Link411: itemNo1=21, itemNo2=8, cost=11
Link412: itemNo1=21, itemNo2=10, cost=64
Link413: itemNo1=21, itemNo2=23, cost=67
Link414: itemNo1=21, itemNo2=25, cost=8
Link415: itemNo1=21, itemNo2=30, cost=59
Link416: itemNo1=21, itemNo2=38, cost=73
Link417: itemNo1=21, itemNo2=43, cost=6
Link418: itemNo1=21, itemNo2=45, cost=31
Link419: itemNo1=21, itemNo2=48, cost=66
Link420: itemNo1=21, itemNo2=51, cost=11
Link421: itemNo1=21, itemNo2=75, cost=42
Link422: itemNo1=21, itemNo2=82, cost=75
Link423: itemNo1=21, itemNo2=85, cost=4
Link424: itemNo1=21, itemNo2=88, cost=99
Link425: itemNo1=21, itemNo2=92, cost=52
Link426: itemNo1=21, itemNo2=94, cost=56
Link427: itemNo1=22, itemNo2=2, cost=94
Link428: itemNo1=22, itemNo2=7, cost=40
Link429: itemNo1=22, itemNo2=11, cost=75
Link430: itemNo1=22, itemNo2=15, cost=12
Link431: itemNo1=22, itemNo2=21, cost=95
Link432: itemNo1=22, itemNo2=26, cost=86
Link433: itemNo1=22, itemNo2=28, cost=71
Link434: itemNo1=22, itemNo2=29, cost=85
Link435: itemNo1=22, itemNo2=31, cost=83
Link436: itemNo1=22, itemNo2=35, cost=81
Link437: itemNo1=22, itemNo2=37, cost=93
Link438: itemNo1=22, itemNo2=45, cost=41
Link439: itemNo1=22, itemNo2=47, cost=5
Link440: itemNo1=22, itemNo2=48, cost=51
Link441: itemNo1=22, itemNo2=50, cost=81
Link442: itemNo1=22, itemNo2=51, cost=33
Link443: itemNo1=22, itemNo2=58, cost=30
Link444: itemNo1=22, itemNo2=63, cost=89
Link445: itemNo1=22, itemNo2=70, cost=31
Link446: itemNo1=22, itemNo2=81, cost=36
Link447: itemNo1=22, itemNo2=85, cost=98
Link448: itemNo1=23, itemNo2=2, cost=87
Link449: itemNo1=23, itemNo2=11, cost=97
Link450: itemNo1=23, itemNo2=12, cost=26
Link451: itemNo1=23, itemNo2=18, cost=43
Link452: itemNo1=23, itemNo2=19, cost=83
Link453: itemNo1=23, itemNo2=21, cost=52
Link454: itemNo1=23, itemNo2=25, cost=76
Link455: itemNo1=23, itemNo2=32, cost=35
Link456: itemNo1=23, itemNo2=39, cost=44
Link457: itemNo1=23, itemNo2=48, cost=42
Link458: itemNo1=23, itemNo2=54, cost=2
Link459: itemNo1=23, itemNo2=73, cost=12
Link460: itemNo1=23, itemNo2=76, cost=50
Link461: itemNo1=23, itemNo2=82, cost=1
Link462: itemNo1=23, itemNo2=90, cost=89
Link463: itemNo1=23, itemNo2=98, cost=72
Link464: itemNo1=24, itemNo2=10, cost=50
Link465: itemNo1=24, itemNo2=17, cost=83
Link466: itemNo1=24, itemNo2=21, cost=29
Link467: itemNo1=24, itemNo2=25, cost=29
Link468: itemNo1=24, itemNo2=29, cost=39
Link469: itemNo1=24, itemNo2=33, cost=77
Link470: itemNo1=24, itemNo2=36, cost=36
Link471: itemNo1=24, itemNo2=47, cost=26
Link472: itemNo1=24, itemNo2=51, cost=53
Link473: itemNo1=24, itemNo2=60, cost=16
Link474: itemNo1=24, itemNo2=64, cost=59
Link475: itemNo1=24, itemNo2=77, cost=22
Link476: itemNo1=24, itemNo2=80, cost=56
Link477: itemNo1=24, itemNo2=82, cost=66
Link478: itemNo1=24, itemNo2=97, cost=5
Link479: itemNo1=24, itemNo2=100, cost=40
Link480: itemNo1=25, itemNo2=2, cost=91
Link481: itemNo1=25, itemNo2=15, cost=16
Link482: itemNo1=25, itemNo2=17, cost=32
Link483: itemNo1=25, itemNo2=18, cost=37
Link484: itemNo1=25, itemNo2=27, cost=1
Link485: itemNo1=25, itemNo2=29, cost=6
Link486: itemNo1=25, itemNo2=32, cost=65
Link487: itemNo1=25, itemNo2=35, cost=95
Link488: itemNo1=25, itemNo2=48, cost=7
Link489: itemNo1=25, itemNo2=49, cost=63
Link490: itemNo1=25, itemNo2=54, cost=53
Link491: itemNo1=25, itemNo2=58, cost=22
Link492: itemNo1=25, itemNo2=59, cost=90
Link493: itemNo1=25, itemNo2=72, cost=62
Link494: itemNo1=25, itemNo2=77, cost=65
Link495: itemNo1=25, itemNo2=78, cost=62
Link496: itemNo1=25, itemNo2=88, cost=26
Link497: itemNo1=25, itemNo2=98, cost=59
Link498: itemNo1=25, itemNo2=99, cost=80
Link499: itemNo1=25, itemNo2=100, cost=38
Link500: itemNo1=26, itemNo2=11, cost=66
Link501: itemNo1=26, itemNo2=12, cost=95
Link502: itemNo1=26, itemNo2=16, cost=55
Link503: itemNo1=26, itemNo2=19, cost=93
Link504: itemNo1=26, itemNo2=20, cost=14
Link505: itemNo1=26, itemNo2=21, cost=12
Link506: itemNo1=26, itemNo2=28, cost=24
Link507: itemNo1=26, itemNo2=29, cost=70
Link508: itemNo1=26, itemNo2=34, cost=65
Link509: itemNo1=26, itemNo2=38, cost=43
Link510: itemNo1=26, itemNo2=40, cost=57
Link511: itemNo1=26, itemNo2=42, cost=37
Link512: itemNo1=26, itemNo2=43, cost=65
Link513: itemNo1=26, itemNo2=54, cost=44
Link514: itemNo1=26, itemNo2=55, cost=94
Link515: itemNo1=26, itemNo2=58, cost=22
Link516: itemNo1=26, itemNo2=60, cost=58
Link517: itemNo1=26, itemNo2=66, cost=97
Link518: itemNo1=26, itemNo2=74, cost=86
Link519: itemNo1=26, itemNo2=79, cost=53
Link520: itemNo1=27, itemNo2=2, cost=69
Link521: itemNo1=27, itemNo2=16, cost=96
Link522: itemNo1=27, itemNo2=19, cost=55
Link523: itemNo1=27, itemNo2=32, cost=85
Link524: itemNo1=27, itemNo2=33, cost=78
Link525: itemNo1=27, itemNo2=41, cost=94
Link526: itemNo1=27, itemNo2=44, cost=39
Link527: itemNo1=27, itemNo2=51, cost=43
Link528: itemNo1=27, itemNo2=53, cost=3
Link529: itemNo1=27, itemNo2=54, cost=49
Link530: itemNo1=27, itemNo2=61, cost=28
Link531: itemNo1=27, itemNo2=62, cost=15
Link532: itemNo1=27, itemNo2=63, cost=97
Link533: itemNo1=27, itemNo2=68, cost=54
Link534: itemNo1=27, itemNo2=72, cost=94
Link535: itemNo1=27, itemNo2=85, cost=83
Link536: itemNo1=27, itemNo2=98, cost=8
Link537: itemNo1=28, itemNo2=9, cost=52
Link538: itemNo1=28, itemNo2=11, cost=42
Link539: itemNo1=28, itemNo2=15, cost=47
Link540: itemNo1=28, itemNo2=18, cost=19
Link541: itemNo1=28, itemNo2=22, cost=80
Link542: itemNo1=28, itemNo2=23, cost=63
Link543: itemNo1=28, itemNo2=26, cost=15
Link544: itemNo1=28, itemNo2=45, cost=12
Link545: itemNo1=28, itemNo2=46, cost=5
Link546: itemNo1=28, itemNo2=62, cost=85
Link547: itemNo1=28, itemNo2=71, cost=57
Link548: itemNo1=28, itemNo2=73, cost=99
Link549: itemNo1=28, itemNo2=76, cost=55
Link550: itemNo1=28, itemNo2=78, cost=14
Link551: itemNo1=28, itemNo2=83, cost=1
Link552: itemNo1=28, itemNo2=85, cost=62
Link553: itemNo1=28, itemNo2=87, cost=19
Link554: itemNo1=29, itemNo2=6, cost=25
Link555: itemNo1=29, itemNo2=22, cost=28
Link556: itemNo1=29, itemNo2=23, cost=91
Link557: itemNo1=29, itemNo2=24, cost=92
Link558: itemNo1=29, itemNo2=26, cost=93
Link559: itemNo1=29, itemNo2=27, cost=72
Link560: itemNo1=29, itemNo2=55, cost=4
Link561: itemNo1=29, itemNo2=58, cost=14
Link562: itemNo1=29, itemNo2=65, cost=9
Link563: itemNo1=29, itemNo2=66, cost=14
Link564: itemNo1=29, itemNo2=70, cost=7
Link565: itemNo1=29, itemNo2=74, cost=43
Link566: itemNo1=29, itemNo2=75, cost=23
Link567: itemNo1=29, itemNo2=76, cost=35
Link568: itemNo1=29, itemNo2=83, cost=88
Link569: itemNo1=29, itemNo2=86, cost=47
Link570: itemNo1=29, itemNo2=90, cost=36
Link571: itemNo1=29, itemNo2=95, cost=40
Link572: itemNo1=29, itemNo2=96, cost=42
Link573: itemNo1=30, itemNo2=1, cost=44
Link574: itemNo1=30, itemNo2=6, cost=60
Link575: itemNo1=30, itemNo2=7, cost=32
Link576: itemNo1=30, itemNo2=16, cost=82
Link577: itemNo1=30, itemNo2=18, cost=68
Link578: itemNo1=30, itemNo2=19, cost=51
Link579: itemNo1=30, itemNo2=25, cost=31
Link580: itemNo1=30, itemNo2=31, cost=40
Link581: itemNo1=30, itemNo2=37, cost=58
Link582: itemNo1=30, itemNo2=40, cost=12
Link583: itemNo1=30, itemNo2=44, cost=2
Link584: itemNo1=30, itemNo2=48, cost=8
Link585: itemNo1=30, itemNo2=57, cost=71
Link586: itemNo1=30, itemNo2=63, cost=45
Link587: itemNo1=30, itemNo2=71, cost=11
Link588: itemNo1=30, itemNo2=73, cost=11
Link589: itemNo1=30, itemNo2=76, cost=61
Link590: itemNo1=30, itemNo2=80, cost=60
Link591: itemNo1=30, itemNo2=82, cost=51
Link592: itemNo1=30, itemNo2=89, cost=80
Link593: itemNo1=30, itemNo2=95, cost=3
Link594: itemNo1=30, itemNo2=98, cost=25
Link595: itemNo1=30, itemNo2=99, cost=96
Link596: itemNo1=30, itemNo2=100, cost=68
Link597: itemNo1=31, itemNo2=9, cost=32
Link598: itemNo1=31, itemNo2=14, cost=77
Link599: itemNo1=31, itemNo2=16, cost=96
Link600: itemNo1=31, itemNo2=19, cost=83
Link601: itemNo1=31, itemNo2=22, cost=55
Link602: itemNo1=31, itemNo2=26, cost=88
Link603: itemNo1=31, itemNo2=27, cost=24
Link604: itemNo1=31, itemNo2=28, cost=19
Link605: itemNo1=31, itemNo2=34, cost=43
Link606: itemNo1=31, itemNo2=38, cost=29
Link607: itemNo1=31, itemNo2=51, cost=72
Link608: itemNo1=31, itemNo2=53, cost=72
Link609: itemNo1=31, itemNo2=56, cost=38
Link610: itemNo1=31, itemNo2=61, cost=70
Link611: itemNo1=31, itemNo2=63, cost=66
Link612: itemNo1=31, itemNo2=64, cost=2
Link613: itemNo1=31, itemNo2=65, cost=50
Link614: itemNo1=31, itemNo2=69, cost=61
Link615: itemNo1=31, itemNo2=74, cost=22
Link616: itemNo1=31, itemNo2=75, cost=83
Link617: itemNo1=31, itemNo2=76, cost=90
Link618: itemNo1=31, itemNo2=87, cost=16
Link619: itemNo1=31, itemNo2=99, cost=51
Link620: itemNo1=31, itemNo2=100, cost=35
Link621: itemNo1=32, itemNo2=2, cost=80
Link622: itemNo1=32, itemNo2=3, cost=7
Link623: itemNo1=32, itemNo2=6, cost=37
Link624: itemNo1=32, itemNo2=15, cost=99
Link625: itemNo1=32, itemNo2=17, cost=94
Link626: itemNo1=32, itemNo2=23, cost=41
Link627: itemNo1=32, itemNo2=25, cost=48
Link628: itemNo1=32, itemNo2=27, cost=59
Link629: itemNo1=32, itemNo2=31, cost=69
Link630: itemNo1=32, itemNo2=33, cost=95
Link631: itemNo1=32, itemNo2=48, cost=33
Link632: itemNo1=32, itemNo2=50, cost=24
Link633: itemNo1=32, itemNo2=55, cost=81
Link634: itemNo1=32, itemNo2=65, cost=79
Link635: itemNo1=32, itemNo2=68, cost=8
Link636: itemNo1=32, itemNo2=83, cost=3
Link637: itemNo1=32, itemNo2=87, cost=65
Link638: itemNo1=32, itemNo2=91, cost=71
Link639: itemNo1=33, itemNo2=10, cost=97
Link640: itemNo1=33, itemNo2=14, cost=98
Link641: itemNo1=33, itemNo2=18, cost=56
Link642: itemNo1=33, itemNo2=19, cost=24
Link643: itemNo1=33, itemNo2=26, cost=39
Link644: itemNo1=33, itemNo2=32, cost=42
Link645: itemNo1=33, itemNo2=44, cost=56
Link646: itemNo1=33, itemNo2=47, cost=97
Link647: itemNo1=33, itemNo2=50, cost=68
Link648: itemNo1=33, itemNo2=57, cost=36
Link649: itemNo1=33, itemNo2=58, cost=12
Link650: itemNo1=33, itemNo2=59, cost=20
Link651: itemNo1=33, itemNo2=64, cost=37
Link652: itemNo1=33, itemNo2=68, cost=24
Link653: itemNo1=33, itemNo2=73, cost=17
Link654: itemNo1=33, itemNo2=79, cost=48
Link655: itemNo1=33, itemNo2=87, cost=83
Link656: itemNo1=34, itemNo2=6, cost=86
Link657: itemNo1=34, itemNo2=13, cost=42
Link658: itemNo1=34, itemNo2=21, cost=67
Link659: itemNo1=34, itemNo2=24, cost=18
Link660: itemNo1=34, itemNo2=26, cost=79
Link661: itemNo1=34, itemNo2=36, cost=55
Link662: itemNo1=34, itemNo2=37, cost=72
Link663: itemNo1=34, itemNo2=42, cost=45
Link664: itemNo1=34, itemNo2=43, cost=97
Link665: itemNo1=34, itemNo2=44, cost=56
Link666: itemNo1=34, itemNo2=46, cost=83
Link667: itemNo1=34, itemNo2=53, cost=54
Link668: itemNo1=34, itemNo2=58, cost=90
Link669: itemNo1=34, itemNo2=62, cost=90
Link670: itemNo1=34, itemNo2=68, cost=73
Link671: itemNo1=34, itemNo2=72, cost=22
Link672: itemNo1=34, itemNo2=73, cost=95
Link673: itemNo1=34, itemNo2=81, cost=65
Link674: itemNo1=34, itemNo2=85, cost=90
Link675: itemNo1=34, itemNo2=87, cost=15
Link676: itemNo1=34, itemNo2=88, cost=73
Link677: itemNo1=34, itemNo2=96, cost=67
Link678: itemNo1=34, itemNo2=97, cost=5
Link679: itemNo1=34, itemNo2=98, cost=98
Link680: itemNo1=34, itemNo2=100, cost=89
Link681: itemNo1=35, itemNo2=6, cost=5
Link682: itemNo1=35, itemNo2=16, cost=9
Link683: itemNo1=35, itemNo2=19, cost=87
Link684: itemNo1=35, itemNo2=33, cost=66
Link685: itemNo1=35, itemNo2=36, cost=97
Link686: itemNo1=35, itemNo2=37, cost=39
Link687: itemNo1=35, itemNo2=39, cost=7
Link688: itemNo1=35, itemNo2=40, cost=77
Link689: itemNo1=35, itemNo2=45, cost=51
Link690: itemNo1=35, itemNo2=64, cost=86
Link691: itemNo1=35, itemNo2=66, cost=58
Link692: itemNo1=35, itemNo2=69, cost=9
Link693: itemNo1=35, itemNo2=72, cost=82
Link694: itemNo1=35, itemNo2=75, cost=39
Link695: itemNo1=35, itemNo2=79, cost=73
Link696: itemNo1=35, itemNo2=81, cost=97
Link697: itemNo1=35, itemNo2=83, cost=77
Link698: itemNo1=35, itemNo2=92, cost=32
Link699: itemNo1=35, itemNo2=94, cost=93
Link700: itemNo1=35, itemNo2=96, cost=68
Link701: itemNo1=36, itemNo2=4, cost=50
Link702: itemNo1=36, itemNo2=9, cost=32
Link703: itemNo1=36, itemNo2=15, cost=2
Link704: itemNo1=36, itemNo2=16, cost=24
Link705: itemNo1=36, itemNo2=18, cost=29
Link706: itemNo1=36, itemNo2=19, cost=26
Link707: itemNo1=36, itemNo2=26, cost=79
Link708: itemNo1=36, itemNo2=30, cost=66
Link709: itemNo1=36, itemNo2=31, cost=18
Link710: itemNo1=36, itemNo2=32, cost=89
Link711: itemNo1=36, itemNo2=33, cost=55
Link712: itemNo1=36, itemNo2=34, cost=6
Link713: itemNo1=36, itemNo2=39, cost=6
Link714: itemNo1=36, itemNo2=48, cost=63
Link715: itemNo1=36, itemNo2=49, cost=18
Link716: itemNo1=36, itemNo2=62, cost=74
Link717: itemNo1=36, itemNo2=68, cost=27
Link718: itemNo1=36, itemNo2=70, cost=45
Link719: itemNo1=36, itemNo2=73, cost=55
Link720: itemNo1=36, itemNo2=78, cost=4
Link721: itemNo1=36, itemNo2=83, cost=47
Link722: itemNo1=36, itemNo2=89, cost=26
Link723: itemNo1=36, itemNo2=94, cost=54
Link724: itemNo1=36, itemNo2=98, cost=41
Link725: itemNo1=37, itemNo2=4, cost=76
Link726: itemNo1=37, itemNo2=5, cost=51
Link727: itemNo1=37, itemNo2=15, cost=76
Link728: itemNo1=37, itemNo2=23, cost=23
Link729: itemNo1=37, itemNo2=41, cost=94
Link730: itemNo1=37, itemNo2=43, cost=73
Link731: itemNo1=37, itemNo2=45, cost=60
Link732: itemNo1=37, itemNo2=52, cost=3
Link733: itemNo1=37, itemNo2=53, cost=5
Link734: itemNo1=37, itemNo2=54, cost=28
Link735: itemNo1=37, itemNo2=58, cost=33
Link736: itemNo1=37, itemNo2=66, cost=96
Link737: itemNo1=37, itemNo2=68, cost=5
Link738: itemNo1=37, itemNo2=71, cost=20
Link739: itemNo1=37, itemNo2=78, cost=98
Link740: itemNo1=37, itemNo2=79, cost=90
Link741: itemNo1=37, itemNo2=88, cost=52
Link742: itemNo1=37, itemNo2=89, cost=79
Link743: itemNo1=37, itemNo2=90, cost=59
Link744: itemNo1=37, itemNo2=91, cost=95
Link745: itemNo1=37, itemNo2=96, cost=44
Link746: itemNo1=37, itemNo2=98, cost=48
Link747: itemNo1=38, itemNo2=11, cost=46
Link748: itemNo1=38, itemNo2=15, cost=87
Link749: itemNo1=38, itemNo2=17, cost=26
Link750: itemNo1=38, itemNo2=21, cost=95
Link751: itemNo1=38, itemNo2=27, cost=29
Link752: itemNo1=38, itemNo2=29, cost=57
Link753: itemNo1=38, itemNo2=33, cost=91
Link754: itemNo1=38, itemNo2=35, cost=26
Link755: itemNo1=38, itemNo2=39, cost=62
Link756: itemNo1=38, itemNo2=52, cost=65
Link757: itemNo1=38, itemNo2=57, cost=79
Link758: itemNo1=38, itemNo2=64, cost=21
Link759: itemNo1=38, itemNo2=67, cost=28
Link760: itemNo1=38, itemNo2=80, cost=85
Link761: itemNo1=38, itemNo2=84, cost=17
Link762: itemNo1=38, itemNo2=90, cost=31
Link763: itemNo1=38, itemNo2=92, cost=86
Link764: itemNo1=38, itemNo2=98, cost=51
Link765: itemNo1=39, itemNo2=1, cost=50
Link766: itemNo1=39, itemNo2=6, cost=98
Link767: itemNo1=39, itemNo2=19, cost=49
Link768: itemNo1=39, itemNo2=30, cost=93
Link769: itemNo1=39, itemNo2=31, cost=84
Link770: itemNo1=39, itemNo2=40, cost=65
Link771: itemNo1=39, itemNo2=44, cost=65
Link772: itemNo1=39, itemNo2=49, cost=93
Link773: itemNo1=39, itemNo2=57, cost=31
Link774: itemNo1=39, itemNo2=59, cost=30
Link775: itemNo1=39, itemNo2=72, cost=9
Link776: itemNo1=39, itemNo2=87, cost=75
Link777: itemNo1=39, itemNo2=88, cost=63
Link778: itemNo1=39, itemNo2=92, cost=38
Link779: itemNo1=39, itemNo2=95, cost=49
Link780: itemNo1=39, itemNo2=99, cost=34
Link781: itemNo1=40, itemNo2=3, cost=64
Link782: itemNo1=40, itemNo2=9, cost=50
Link783: itemNo1=40, itemNo2=15, cost=10
Link784: itemNo1=40, itemNo2=16, cost=70
Link785: itemNo1=40, itemNo2=29, cost=24
Link786: itemNo1=40, itemNo2=31, cost=29
Link787: itemNo1=40, itemNo2=42, cost=16
Link788: itemNo1=40, itemNo2=64, cost=94
Link789: itemNo1=40, itemNo2=66, cost=40
Link790: itemNo1=40, itemNo2=69, cost=24
Link791: itemNo1=40, itemNo2=74, cost=39
Link792: itemNo1=40, itemNo2=76, cost=93
Link793: itemNo1=40, itemNo2=85, cost=87
