instance=47,n=50,m=20,d=5,type=B4
BinType:1 cost=934
Link409: itemNo1=41, itemNo2=19, cost=4
Link410: itemNo1=41, itemNo2=20, cost=71
Link411: itemNo1=41, itemNo2=24, cost=53
Link412: itemNo1=41, itemNo2=26, cost=29
Link413: itemNo1=41, itemNo2=33, cost=12
Link414: itemNo1=41, itemNo2=35, cost=55
Link415: itemNo1=42, itemNo2=6, cost=4
Link416: itemNo1=42, itemNo2=17, cost=79
Link417: itemNo1=42, itemNo2=18, cost=46
Link418: itemNo1=42, itemNo2=36, cost=40
Link419: itemNo1=42, itemNo2=41, cost=66
Link420: itemNo1=42, itemNo2=43, cost=64
Link421: itemNo1=42, itemNo2=45, cost=79
Link422: itemNo1=42, itemNo2=46, cost=9
Link423: itemNo1=43, itemNo2=8, cost=81
Link424: itemNo1=43, itemNo2=9, cost=84
Link425: itemNo1=43, itemNo2=15, cost=70
Link426: itemNo1=43, itemNo2=16, cost=68
Link427: itemNo1=43, itemNo2=18, cost=34
Link428: itemNo1=43, itemNo2=20, cost=42
Link429: itemNo1=43, itemNo2=22, cost=34
Link430: itemNo1=43, itemNo2=27, cost=81
Link431: itemNo1=43, itemNo2=30, cost=86
Link432: itemNo1=43, itemNo2=35, cost=64
Link433: itemNo1=43, itemNo2=41, cost=66
Link434: itemNo1=43, itemNo2=45, cost=19
Link435: itemNo1=44, itemNo2=1, cost=7
Link436: itemNo1=44, itemNo2=10, cost=30
Link437: itemNo1=44, itemNo2=15, cost=91
Link438: itemNo1=44, itemNo2=17, cost=13
Link439: itemNo1=44, itemNo2=20, cost=93
Link440: itemNo1=44, itemNo2=21, cost=7
Link441: itemNo1=44, itemNo2=26, cost=91
Link442: itemNo1=44, itemNo2=27, cost=76
Link443: itemNo1=44, itemNo2=41, cost=59
Link444: itemNo1=44, itemNo2=46, cost=63
Link445: itemNo1=44, itemNo2=48, cost=50
Link446: itemNo1=45, itemNo2=6, cost=38
Link447: itemNo1=45, itemNo2=9, cost=50
Link448: itemNo1=45, itemNo2=13, cost=63
Link449: itemNo1=45, itemNo2=16, cost=75
Link450: itemNo1=45, itemNo2=23, cost=8
Link451: itemNo1=45, itemNo2=25, cost=23
Link452: itemNo1=45, itemNo2=27, cost=50
Link453: itemNo1=45, itemNo2=40, cost=30
Link454: itemNo1=45, itemNo2=42, cost=83
Link455: itemNo1=45, itemNo2=50, cost=5
Link456: itemNo1=46, itemNo2=4, cost=95
Link457: itemNo1=46, itemNo2=13, cost=58
Link458: itemNo1=46, itemNo2=22, cost=18
Link459: itemNo1=46, itemNo2=31, cost=47
Link460: itemNo1=46, itemNo2=43, cost=63
Link461: itemNo1=46, itemNo2=50, cost=4
Link462: itemNo1=47, itemNo2=1, cost=56
Link463: itemNo1=47, itemNo2=2, cost=23
Link464: itemNo1=47, itemNo2=4, cost=12
Link465: itemNo1=47, itemNo2=17, cost=86
Link466: itemNo1=47, itemNo2=28, cost=33
Link467: itemNo1=47, itemNo2=30, cost=31
Link468: itemNo1=47, itemNo2=32, cost=84
Link469: itemNo1=47, itemNo2=37, cost=2
Link470: itemNo1=47, itemNo2=38, cost=66
Link471: itemNo1=47, itemNo2=45, cost=25
Link472: itemNo1=48, itemNo2=5, cost=16
Link473: itemNo1=48, itemNo2=10, cost=3
Link474: itemNo1=48, itemNo2=18, cost=50
Link475: itemNo1=48, itemNo2=22, cost=98
Link476: itemNo1=48, itemNo2=23, cost=17
Link477: itemNo1=48, itemNo2=27, cost=78
Link478: itemNo1=48, itemNo2=39, cost=75
Link479: itemNo1=48, itemNo2=43, cost=49
Link480: itemNo1=48, itemNo2=44, cost=73
Link481: itemNo1=48, itemNo2=47, cost=57
Link482: itemNo1=48, itemNo2=50, cost=3
Link483: itemNo1=49, itemNo2=6, cost=91
Link484: itemNo1=49, itemNo2=12, cost=41
Link485: itemNo1=49, itemNo2=18, cost=24
Link486: itemNo1=49, itemNo2=19, cost=74
Link487: itemNo1=49, itemNo2=20, cost=33
Link488: itemNo1=49, itemNo2=21, cost=24
Link489: itemNo1=49, itemNo2=25, cost=81
Link490: itemNo1=49, itemNo2=37, cost=28
Link491: itemNo1=49, itemNo2=40, cost=85
Link492: itemNo1=50, itemNo2=2, cost=14
Link493: itemNo1=50, itemNo2=5, cost=2
Link494: itemNo1=50, itemNo2=15, cost=68
Link495: itemNo1=50, itemNo2=17, cost=44
Link496: itemNo1=50, itemNo2=33, cost=74
Link497: itemNo1=50, itemNo2=34, cost=22
Link498: itemNo1=50, itemNo2=42, cost=56
Link499: itemNo1=50, itemNo2=46, cost=22
Link500: itemNo1=50, itemNo2=46, cost=22
