instance=81,n=200,m=50,d=3,type=B2
BinType:1 cost=412
Link1779: itemNo1=45, itemNo2=139, cost=60
Link1780: itemNo1=45, itemNo2=145, cost=68
Link1781: itemNo1=45, itemNo2=150, cost=91
Link1782: itemNo1=45, itemNo2=153, cost=6
Link1783: itemNo1=45, itemNo2=158, cost=33
Link1784: itemNo1=45, itemNo2=163, cost=8
Link1785: itemNo1=45, itemNo2=168, cost=2
Link1786: itemNo1=45, itemNo2=183, cost=23
Link1787: itemNo1=45, itemNo2=184, cost=31
Link1788: itemNo1=46, itemNo2=4, cost=95
Link1789: itemNo1=46, itemNo2=13, cost=58
Link1790: itemNo1=46, itemNo2=22, cost=18
Link1791: itemNo1=46, itemNo2=31, cost=47
Link1792: itemNo1=46, itemNo2=43, cost=63
Link1793: itemNo1=46, itemNo2=50, cost=4
Link1794: itemNo1=46, itemNo2=58, cost=60
Link1795: itemNo1=46, itemNo2=64, cost=15
Link1796: itemNo1=46, itemNo2=76, cost=53
Link1797: itemNo1=46, itemNo2=83, cost=21
Link1798: itemNo1=46, itemNo2=92, cost=61
Link1799: itemNo1=46, itemNo2=93, cost=44
Link1800: itemNo1=46, itemNo2=100, cost=69
Link1801: itemNo1=46, itemNo2=104, cost=91
Link1802: itemNo1=46, itemNo2=122, cost=92
Link1803: itemNo1=46, itemNo2=125, cost=93
Link1804: itemNo1=46, itemNo2=139, cost=35
Link1805: itemNo1=46, itemNo2=141, cost=79
Link1806: itemNo1=46, itemNo2=144, cost=17
Link1807: itemNo1=46, itemNo2=145, cost=7
Link1808: itemNo1=46, itemNo2=149, cost=63
Link1809: itemNo1=46, itemNo2=153, cost=47
Link1810: itemNo1=46, itemNo2=155, cost=95
Link1811: itemNo1=46, itemNo2=164, cost=85
Link1812: itemNo1=46, itemNo2=168, cost=14
Link1813: itemNo1=46, itemNo2=170, cost=92
Link1814: itemNo1=46, itemNo2=172, cost=4
Link1815: itemNo1=46, itemNo2=176, cost=5
Link1816: itemNo1=46, itemNo2=177, cost=27
Link1817: itemNo1=46, itemNo2=188, cost=70
Link1818: itemNo1=46, itemNo2=195, cost=24
Link1819: itemNo1=47, itemNo2=1, cost=56
Link1820: itemNo1=47, itemNo2=2, cost=23
Link1821: itemNo1=47, itemNo2=4, cost=12
Link1822: itemNo1=47, itemNo2=17, cost=86
Link1823: itemNo1=47, itemNo2=28, cost=33
Link1824: itemNo1=47, itemNo2=30, cost=31
Link1825: itemNo1=47, itemNo2=32, cost=84
Link1826: itemNo1=47, itemNo2=37, cost=2
Link1827: itemNo1=47, itemNo2=38, cost=66
Link1828: itemNo1=47, itemNo2=45, cost=25
Link1829: itemNo1=47, itemNo2=55, cost=78
Link1830: itemNo1=47, itemNo2=60, cost=80
Link1831: itemNo1=47, itemNo2=71, cost=76
Link1832: itemNo1=47, itemNo2=76, cost=20
Link1833: itemNo1=47, itemNo2=77, cost=1
Link1834: itemNo1=47, itemNo2=81, cost=43
Link1835: itemNo1=47, itemNo2=91, cost=79
Link1836: itemNo1=47, itemNo2=93, cost=64
Link1837: itemNo1=47, itemNo2=94, cost=27
Link1838: itemNo1=47, itemNo2=95, cost=78
Link1839: itemNo1=47, itemNo2=99, cost=94
Link1840: itemNo1=47, itemNo2=108, cost=31
Link1841: itemNo1=47, itemNo2=109, cost=51
Link1842: itemNo1=47, itemNo2=124, cost=88
Link1843: itemNo1=47, itemNo2=126, cost=22
Link1844: itemNo1=47, itemNo2=136, cost=95
Link1845: itemNo1=47, itemNo2=144, cost=14
Link1846: itemNo1=47, itemNo2=147, cost=20
Link1847: itemNo1=47, itemNo2=152, cost=9
Link1848: itemNo1=47, itemNo2=155, cost=67
Link1849: itemNo1=47, itemNo2=165, cost=39
Link1850: itemNo1=47, itemNo2=167, cost=78
Link1851: itemNo1=47, itemNo2=168, cost=72
Link1852: itemNo1=47, itemNo2=170, cost=83
Link1853: itemNo1=47, itemNo2=177, cost=49
Link1854: itemNo1=47, itemNo2=179, cost=8
Link1855: itemNo1=47, itemNo2=187, cost=8
Link1856: itemNo1=47, itemNo2=189, cost=57
Link1857: itemNo1=48, itemNo2=5, cost=16
Link1858: itemNo1=48, itemNo2=10, cost=3
Link1859: itemNo1=48, itemNo2=18, cost=50
Link1860: itemNo1=48, itemNo2=22, cost=98
Link1861: itemNo1=48, itemNo2=23, cost=17
Link1862: itemNo1=48, itemNo2=27, cost=78
Link1863: itemNo1=48, itemNo2=39, cost=75
Link1864: itemNo1=48, itemNo2=43, cost=49
Link1865: itemNo1=48, itemNo2=44, cost=73
Link1866: itemNo1=48, itemNo2=47, cost=57
Link1867: itemNo1=48, itemNo2=50, cost=3
Link1868: itemNo1=48, itemNo2=52, cost=26
Link1869: itemNo1=48, itemNo2=54, cost=71
Link1870: itemNo1=48, itemNo2=58, cost=70
Link1871: itemNo1=48, itemNo2=61, cost=59
Link1872: itemNo1=48, itemNo2=68, cost=78
Link1873: itemNo1=48, itemNo2=71, cost=59
Link1874: itemNo1=48, itemNo2=73, cost=81
Link1875: itemNo1=48, itemNo2=89, cost=59
Link1876: itemNo1=48, itemNo2=96, cost=50
Link1877: itemNo1=48, itemNo2=107, cost=37
Link1878: itemNo1=48, itemNo2=111, cost=9
Link1879: itemNo1=48, itemNo2=115, cost=81
Link1880: itemNo1=48, itemNo2=119, cost=71
Link1881: itemNo1=48, itemNo2=122, cost=54
Link1882: itemNo1=48, itemNo2=136, cost=79
Link1883: itemNo1=48, itemNo2=146, cost=67
Link1884: itemNo1=48, itemNo2=147, cost=99
Link1885: itemNo1=48, itemNo2=156, cost=82
Link1886: itemNo1=48, itemNo2=162, cost=10
Link1887: itemNo1=48, itemNo2=163, cost=23
Link1888: itemNo1=48, itemNo2=165, cost=66
Link1889: itemNo1=48, itemNo2=169, cost=5
Link1890: itemNo1=48, itemNo2=183, cost=87
Link1891: itemNo1=48, itemNo2=187, cost=87
Link1892: itemNo1=48, itemNo2=191, cost=7
Link1893: itemNo1=48, itemNo2=197, cost=52
Link1894: itemNo1=48, itemNo2=199, cost=36
Link1895: itemNo1=49, itemNo2=6, cost=91
Link1896: itemNo1=49, itemNo2=12, cost=41
Link1897: itemNo1=49, itemNo2=18, cost=24
Link1898: itemNo1=49, itemNo2=19, cost=74
Link1899: itemNo1=49, itemNo2=20, cost=33
Link1900: itemNo1=49, itemNo2=21, cost=24
Link1901: itemNo1=49, itemNo2=25, cost=81
Link1902: itemNo1=49, itemNo2=37, cost=28
Link1903: itemNo1=49, itemNo2=40, cost=85
Link1904: itemNo1=49, itemNo2=55, cost=21
Link1905: itemNo1=49, itemNo2=56, cost=12
Link1906: itemNo1=49, itemNo2=58, cost=41
Link1907: itemNo1=49, itemNo2=62, cost=87
Link1908: itemNo1=49, itemNo2=66, cost=80
Link1909: itemNo1=49, itemNo2=75, cost=29
Link1910: itemNo1=49, itemNo2=93, cost=87
Link1911: itemNo1=49, itemNo2=96, cost=94
Link1912: itemNo1=49, itemNo2=97, cost=8
Link1913: itemNo1=49, itemNo2=98, cost=4
Link1914: itemNo1=49, itemNo2=101, cost=64
Link1915: itemNo1=49, itemNo2=102, cost=42
Link1916: itemNo1=49, itemNo2=103, cost=55
Link1917: itemNo1=49, itemNo2=108, cost=54
Link1918: itemNo1=49, itemNo2=112, cost=61
Link1919: itemNo1=49, itemNo2=115, cost=72
Link1920: itemNo1=49, itemNo2=133, cost=15
Link1921: itemNo1=49, itemNo2=150, cost=93
Link1922: itemNo1=49, itemNo2=153, cost=90
Link1923: itemNo1=49, itemNo2=154, cost=16
Link1924: itemNo1=49, itemNo2=168, cost=10
Link1925: itemNo1=49, itemNo2=171, cost=86
Link1926: itemNo1=49, itemNo2=177, cost=71
Link1927: itemNo1=49, itemNo2=186, cost=17
Link1928: itemNo1=49, itemNo2=190, cost=31
Link1929: itemNo1=49, itemNo2=196, cost=19
Link1930: itemNo1=49, itemNo2=198, cost=88
Link1931: itemNo1=49, itemNo2=200, cost=81
Link1932: itemNo1=50, itemNo2=2, cost=14
Link1933: itemNo1=50, itemNo2=5, cost=2
Link1934: itemNo1=50, itemNo2=15, cost=68
Link1935: itemNo1=50, itemNo2=17, cost=44
Link1936: itemNo1=50, itemNo2=33, cost=74
Link1937: itemNo1=50, itemNo2=34, cost=22
Link1938: itemNo1=50, itemNo2=42, cost=56
Link1939: itemNo1=50, itemNo2=46, cost=22
Link1940: itemNo1=50, itemNo2=53, cost=16
Link1941: itemNo1=50, itemNo2=55, cost=2
Link1942: itemNo1=50, itemNo2=56, cost=47
Link1943: itemNo1=50, itemNo2=59, cost=46
Link1944: itemNo1=50, itemNo2=63, cost=75
Link1945: itemNo1=50, itemNo2=66, cost=35
Link1946: itemNo1=50, itemNo2=68, cost=18
Link1947: itemNo1=50, itemNo2=69, cost=55
Link1948: itemNo1=50, itemNo2=70, cost=13
Link1949: itemNo1=50, itemNo2=73, cost=51
Link1950: itemNo1=50, itemNo2=76, cost=8
Link1951: itemNo1=50, itemNo2=81, cost=10
Link1952: itemNo1=50, itemNo2=82, cost=77
Link1953: itemNo1=50, itemNo2=84, cost=26
Link1954: itemNo1=50, itemNo2=85, cost=7
Link1955: itemNo1=50, itemNo2=92, cost=37
Link1956: itemNo1=50, itemNo2=111, cost=1
Link1957: itemNo1=50, itemNo2=117, cost=57
Link1958: itemNo1=50, itemNo2=123, cost=15
Link1959: itemNo1=50, itemNo2=127, cost=34
Link1960: itemNo1=50, itemNo2=133, cost=63
Link1961: itemNo1=50, itemNo2=137, cost=74
Link1962: itemNo1=50, itemNo2=143, cost=77
Link1963: itemNo1=50, itemNo2=154, cost=34
Link1964: itemNo1=50, itemNo2=157, cost=7
Link1965: itemNo1=50, itemNo2=160, cost=67
Link1966: itemNo1=50, itemNo2=163, cost=84
Link1967: itemNo1=50, itemNo2=169, cost=36
Link1968: itemNo1=50, itemNo2=170, cost=58
Link1969: itemNo1=50, itemNo2=171, cost=93
Link1970: itemNo1=50, itemNo2=173, cost=53
Link1971: itemNo1=50, itemNo2=178, cost=7
Link1972: itemNo1=50, itemNo2=182, cost=33
Link1973: itemNo1=50, itemNo2=185, cost=86
Link1974: itemNo1=50, itemNo2=186, cost=34
Link1975: itemNo1=50, itemNo2=194, cost=37
Link1976: itemNo1=50, itemNo2=200, cost=79
Link1977: itemNo1=51, itemNo2=1, cost=30
Link1978: itemNo1=51, itemNo2=2, cost=19
Link1979: itemNo1=51, itemNo2=4, cost=7
Link1980: itemNo1=51, itemNo2=11, cost=52
Link1981: itemNo1=51, itemNo2=15, cost=19
Link1982: itemNo1=51, itemNo2=17, cost=59
Link1983: itemNo1=51, itemNo2=18, cost=5
Link1984: itemNo1=51, itemNo2=19, cost=57
Link1985: itemNo1=51, itemNo2=26, cost=11
Link1986: itemNo1=51, itemNo2=36, cost=90
Link1987: itemNo1=51, itemNo2=39, cost=23
Link1988: itemNo1=51, itemNo2=41, cost=9
Link1989: itemNo1=51, itemNo2=45, cost=54
Link1990: itemNo1=51, itemNo2=48, cost=79
Link1991: itemNo1=51, itemNo2=49, cost=46
Link1992: itemNo1=51, itemNo2=60, cost=73
Link1993: itemNo1=51, itemNo2=66, cost=97
Link1994: itemNo1=51, itemNo2=70, cost=92
Link1995: itemNo1=51, itemNo2=71, cost=36
Link1996: itemNo1=51, itemNo2=72, cost=41
Link1997: itemNo1=51, itemNo2=79, cost=4
Link1998: itemNo1=51, itemNo2=82, cost=29
Link1999: itemNo1=51, itemNo2=83, cost=54
Link2000: itemNo1=51, itemNo2=84, cost=62
Link2001: itemNo1=51, itemNo2=85, cost=56
Link2002: itemNo1=51, itemNo2=86, cost=3
Link2003: itemNo1=51, itemNo2=90, cost=14
Link2004: itemNo1=51, itemNo2=100, cost=24
Link2005: itemNo1=51, itemNo2=102, cost=95
Link2006: itemNo1=51, itemNo2=104, cost=8
Link2007: itemNo1=51, itemNo2=107, cost=88
Link2008: itemNo1=51, itemNo2=109, cost=54
Link2009: itemNo1=51, itemNo2=111, cost=9
Link2010: itemNo1=51, itemNo2=112, cost=86
Link2011: itemNo1=51, itemNo2=114, cost=96
Link2012: itemNo1=51, itemNo2=120, cost=50
Link2013: itemNo1=51, itemNo2=121, cost=90
Link2014: itemNo1=51, itemNo2=125, cost=45
Link2015: itemNo1=51, itemNo2=129, cost=90
Link2016: itemNo1=51, itemNo2=130, cost=91
Link2017: itemNo1=51, itemNo2=139, cost=2
Link2018: itemNo1=51, itemNo2=151, cost=33
Link2019: itemNo1=51, itemNo2=156, cost=32
Link2020: itemNo1=51, itemNo2=160, cost=5
Link2021: itemNo1=51, itemNo2=167, cost=33
Link2022: itemNo1=51, itemNo2=168, cost=9
Link2023: itemNo1=51, itemNo2=169, cost=25
Link2024: itemNo1=51, itemNo2=174, cost=33
Link2025: itemNo1=51, itemNo2=180, cost=57
Link2026: itemNo1=51, itemNo2=182, cost=54
Link2027: itemNo1=51, itemNo2=184, cost=84
Link2028: itemNo1=51, itemNo2=192, cost=97
Link2029: itemNo1=51, itemNo2=199, cost=47
Link2030: itemNo1=52, itemNo2=8, cost=31
Link2031: itemNo1=52, itemNo2=13, cost=66
Link2032: itemNo1=52, itemNo2=15, cost=19
Link2033: itemNo1=52, itemNo2=17, cost=15
Link2034: itemNo1=52, itemNo2=18, cost=33
Link2035: itemNo1=52, itemNo2=21, cost=69
Link2036: itemNo1=52, itemNo2=28, cost=75
Link2037: itemNo1=52, itemNo2=37, cost=60
Link2038: itemNo1=52, itemNo2=38, cost=86
Link2039: itemNo1=52, itemNo2=41, cost=7
Link2040: itemNo1=52, itemNo2=43, cost=39
Link2041: itemNo1=52, itemNo2=49, cost=74
Link2042: itemNo1=52, itemNo2=55, cost=68
Link2043: itemNo1=52, itemNo2=57, cost=34
Link2044: itemNo1=52, itemNo2=66, cost=60
Link2045: itemNo1=52, itemNo2=68, cost=88
Link2046: itemNo1=52, itemNo2=74, cost=46
Link2047: itemNo1=52, itemNo2=82, cost=65
Link2048: itemNo1=52, itemNo2=89, cost=96
Link2049: itemNo1=52, itemNo2=101, cost=4
Link2050: itemNo1=52, itemNo2=103, cost=58
Link2051: itemNo1=52, itemNo2=107, cost=92
Link2052: itemNo1=52, itemNo2=117, cost=3
Link2053: itemNo1=52, itemNo2=119, cost=11
Link2054: itemNo1=52, itemNo2=122, cost=11
Link2055: itemNo1=52, itemNo2=123, cost=40
Link2056: itemNo1=52, itemNo2=131, cost=80
Link2057: itemNo1=52, itemNo2=135, cost=40
Link2058: itemNo1=52, itemNo2=138, cost=59
Link2059: itemNo1=52, itemNo2=156, cost=41
Link2060: itemNo1=52, itemNo2=157, cost=65
Link2061: itemNo1=52, itemNo2=159, cost=25
Link2062: itemNo1=52, itemNo2=165, cost=19
Link2063: itemNo1=52, itemNo2=167, cost=45
Link2064: itemNo1=52, itemNo2=181, cost=23
Link2065: itemNo1=52, itemNo2=182, cost=85
Link2066: itemNo1=52, itemNo2=186, cost=26
Link2067: itemNo1=52, itemNo2=188, cost=25
Link2068: itemNo1=52, itemNo2=191, cost=30
Link2069: itemNo1=52, itemNo2=199, cost=87
Link2070: itemNo1=53, itemNo2=3, cost=44
Link2071: itemNo1=53, itemNo2=5, cost=63
Link2072: itemNo1=53, itemNo2=23, cost=91
Link2073: itemNo1=53, itemNo2=32, cost=82
Link2074: itemNo1=53, itemNo2=36, cost=84
Link2075: itemNo1=53, itemNo2=39, cost=59
Link2076: itemNo1=53, itemNo2=44, cost=3
Link2077: itemNo1=53, itemNo2=45, cost=59
Link2078: itemNo1=53, itemNo2=48, cost=81
Link2079: itemNo1=53, itemNo2=49, cost=57
Link2080: itemNo1=53, itemNo2=52, cost=26
Link2081: itemNo1=53, itemNo2=54, cost=34
Link2082: itemNo1=53, itemNo2=60, cost=36
Link2083: itemNo1=53, itemNo2=61, cost=84
Link2084: itemNo1=53, itemNo2=66, cost=63
Link2085: itemNo1=53, itemNo2=69, cost=23
Link2086: itemNo1=53, itemNo2=73, cost=40
Link2087: itemNo1=53, itemNo2=86, cost=67
Link2088: itemNo1=53, itemNo2=94, cost=35
Link2089: itemNo1=53, itemNo2=102, cost=45
Link2090: itemNo1=53, itemNo2=105, cost=30
Link2091: itemNo1=53, itemNo2=106, cost=64
Link2092: itemNo1=53, itemNo2=108, cost=21
Link2093: itemNo1=53, itemNo2=109, cost=22
Link2094: itemNo1=53, itemNo2=114, cost=54
Link2095: itemNo1=53, itemNo2=118, cost=83
Link2096: itemNo1=53, itemNo2=122, cost=42
Link2097: itemNo1=53, itemNo2=123, cost=22
Link2098: itemNo1=53, itemNo2=126, cost=26
Link2099: itemNo1=53, itemNo2=128, cost=22
Link2100: itemNo1=53, itemNo2=130, cost=40
Link2101: itemNo1=53, itemNo2=143, cost=41
Link2102: itemNo1=53, itemNo2=145, cost=74
Link2103: itemNo1=53, itemNo2=147, cost=2
Link2104: itemNo1=53, itemNo2=153, cost=17
Link2105: itemNo1=53, itemNo2=159, cost=25
Link2106: itemNo1=53, itemNo2=166, cost=24
Link2107: itemNo1=53, itemNo2=170, cost=61
Link2108: itemNo1=53, itemNo2=179, cost=37
Link2109: itemNo1=53, itemNo2=185, cost=51
Link2110: itemNo1=53, itemNo2=195, cost=57
Link2111: itemNo1=54, itemNo2=2, cost=61
Link2112: itemNo1=54, itemNo2=6, cost=56
Link2113: itemNo1=54, itemNo2=9, cost=48
Link2114: itemNo1=54, itemNo2=12, cost=45
Link2115: itemNo1=54, itemNo2=25, cost=62
Link2116: itemNo1=54, itemNo2=33, cost=66
Link2117: itemNo1=54, itemNo2=36, cost=89
Link2118: itemNo1=54, itemNo2=40, cost=99
Link2119: itemNo1=54, itemNo2=41, cost=95
Link2120: itemNo1=54, itemNo2=45, cost=84
Link2121: itemNo1=54, itemNo2=46, cost=81
Link2122: itemNo1=54, itemNo2=51, cost=16
Link2123: itemNo1=54, itemNo2=59, cost=37
Link2124: itemNo1=54, itemNo2=61, cost=3
Link2125: itemNo1=54, itemNo2=72, cost=77
Link2126: itemNo1=54, itemNo2=74, cost=82
Link2127: itemNo1=54, itemNo2=75, cost=36
Link2128: itemNo1=54, itemNo2=77, cost=81
Link2129: itemNo1=54, itemNo2=80, cost=18
Link2130: itemNo1=54, itemNo2=82, cost=34
Link2131: itemNo1=54, itemNo2=85, cost=71
Link2132: itemNo1=54, itemNo2=86, cost=81
Link2133: itemNo1=54, itemNo2=89, cost=55
Link2134: itemNo1=54, itemNo2=100, cost=67
Link2135: itemNo1=54, itemNo2=104, cost=48
Link2136: itemNo1=54, itemNo2=106, cost=6
Link2137: itemNo1=54, itemNo2=107, cost=84
Link2138: itemNo1=54, itemNo2=112, cost=99
Link2139: itemNo1=54, itemNo2=130, cost=2
Link2140: itemNo1=54, itemNo2=134, cost=12
Link2141: itemNo1=54, itemNo2=136, cost=23
Link2142: itemNo1=54, itemNo2=142, cost=31
Link2143: itemNo1=54, itemNo2=144, cost=26
Link2144: itemNo1=54, itemNo2=145, cost=25
Link2145: itemNo1=54, itemNo2=146, cost=54
Link2146: itemNo1=54, itemNo2=149, cost=33
Link2147: itemNo1=54, itemNo2=150, cost=61
Link2148: itemNo1=54, itemNo2=160, cost=67
Link2149: itemNo1=54, itemNo2=167, cost=64
Link2150: itemNo1=54, itemNo2=168, cost=12
Link2151: itemNo1=54, itemNo2=179, cost=75
Link2152: itemNo1=54, itemNo2=182, cost=96
Link2153: itemNo1=54, itemNo2=183, cost=29
Link2154: itemNo1=54, itemNo2=189, cost=93
Link2155: itemNo1=54, itemNo2=190, cost=96
Link2156: itemNo1=55, itemNo2=5, cost=33
Link2157: itemNo1=55, itemNo2=10, cost=74
Link2158: itemNo1=55, itemNo2=15, cost=60
Link2159: itemNo1=55, itemNo2=17, cost=69
Link2160: itemNo1=55, itemNo2=31, cost=49
Link2161: itemNo1=55, itemNo2=36, cost=3
Link2162: itemNo1=55, itemNo2=38, cost=96
Link2163: itemNo1=55, itemNo2=40, cost=39
Link2164: itemNo1=55, itemNo2=44, cost=76
Link2165: itemNo1=55, itemNo2=48, cost=65
Link2166: itemNo1=55, itemNo2=50, cost=6
Link2167: itemNo1=55, itemNo2=52, cost=35
Link2168: itemNo1=55, itemNo2=56, cost=42
Link2169: itemNo1=55, itemNo2=60, cost=94
Link2170: itemNo1=55, itemNo2=70, cost=28
Link2171: itemNo1=55, itemNo2=73, cost=51
Link2172: itemNo1=55, itemNo2=85, cost=85
Link2173: itemNo1=55, itemNo2=89, cost=43
Link2174: itemNo1=55, itemNo2=90, cost=93
Link2175: itemNo1=55, itemNo2=94, cost=98
Link2176: itemNo1=55, itemNo2=103, cost=95
Link2177: itemNo1=55, itemNo2=107, cost=25
Link2178: itemNo1=55, itemNo2=109, cost=40
Link2179: itemNo1=55, itemNo2=110, cost=69
Link2180: itemNo1=55, itemNo2=113, cost=80
Link2181: itemNo1=55, itemNo2=117, cost=24
Link2182: itemNo1=55, itemNo2=119, cost=52
Link2183: itemNo1=55, itemNo2=120, cost=98
Link2184: itemNo1=55, itemNo2=126, cost=55
Link2185: itemNo1=55, itemNo2=127, cost=68
Link2186: itemNo1=55, itemNo2=130, cost=95
Link2187: itemNo1=55, itemNo2=131, cost=98
Link2188: itemNo1=55, itemNo2=134, cost=94
Link2189: itemNo1=55, itemNo2=147, cost=50
Link2190: itemNo1=55, itemNo2=155, cost=22
Link2191: itemNo1=55, itemNo2=156, cost=26
Link2192: itemNo1=55, itemNo2=160, cost=23
Link2193: itemNo1=55, itemNo2=161, cost=53
Link2194: itemNo1=55, itemNo2=165, cost=20
Link2195: itemNo1=55, itemNo2=180, cost=73
Link2196: itemNo1=55, itemNo2=190, cost=7
Link2197: itemNo1=55, itemNo2=192, cost=90
Link2198: itemNo1=55, itemNo2=196, cost=2
Link2199: itemNo1=55, itemNo2=200, cost=20
Link2200: itemNo1=56, itemNo2=10, cost=67
Link2201: itemNo1=56, itemNo2=12, cost=40
Link2202: itemNo1=56, itemNo2=17, cost=26
Link2203: itemNo1=56, itemNo2=20, cost=37
Link2204: itemNo1=56, itemNo2=23, cost=36
Link2205: itemNo1=56, itemNo2=26, cost=60
Link2206: itemNo1=56, itemNo2=27, cost=20
Link2207: itemNo1=56, itemNo2=29, cost=54
Link2208: itemNo1=56, itemNo2=30, cost=43
Link2209: itemNo1=56, itemNo2=33, cost=76
Link2210: itemNo1=56, itemNo2=36, cost=94
Link2211: itemNo1=56, itemNo2=37, cost=56
Link2212: itemNo1=56, itemNo2=40, cost=4
Link2213: itemNo1=56, itemNo2=48, cost=53
Link2214: itemNo1=56, itemNo2=52, cost=33
Link2215: itemNo1=56, itemNo2=54, cost=41
Link2216: itemNo1=56, itemNo2=57, cost=61
Link2217: itemNo1=56, itemNo2=68, cost=17
Link2218: itemNo1=56, itemNo2=70, cost=64
Link2219: itemNo1=56, itemNo2=74, cost=62
Link2220: itemNo1=56, itemNo2=75, cost=51
Link2221: itemNo1=56, itemNo2=81, cost=83
Link2222: itemNo1=56, itemNo2=86, cost=12
Link2223: itemNo1=56, itemNo2=106, cost=38
Link2224: itemNo1=56, itemNo2=111, cost=44
Link2225: itemNo1=56, itemNo2=112, cost=34
Link2226: itemNo1=56, itemNo2=114, cost=56
Link2227: itemNo1=56, itemNo2=115, cost=53
Link2228: itemNo1=56, itemNo2=119, cost=72
Link2229: itemNo1=56, itemNo2=125, cost=94
Link2230: itemNo1=56, itemNo2=145, cost=83
Link2231: itemNo1=56, itemNo2=148, cost=48
Link2232: itemNo1=56, itemNo2=151, cost=25
Link2233: itemNo1=56, itemNo2=156, cost=63
Link2234: itemNo1=56, itemNo2=157, cost=80
Link2235: itemNo1=56, itemNo2=159, cost=78
Link2236: itemNo1=56, itemNo2=164, cost=40
Link2237: itemNo1=56, itemNo2=166, cost=13
Link2238: itemNo1=56, itemNo2=183, cost=12
Link2239: itemNo1=56, itemNo2=193, cost=67
Link2240: itemNo1=56, itemNo2=197, cost=40
Link2241: itemNo1=57, itemNo2=1, cost=34
Link2242: itemNo1=57, itemNo2=2, cost=52
Link2243: itemNo1=57, itemNo2=4, cost=16
Link2244: itemNo1=57, itemNo2=10, cost=81
Link2245: itemNo1=57, itemNo2=12, cost=91
Link2246: itemNo1=57, itemNo2=13, cost=94
Link2247: itemNo1=57, itemNo2=14, cost=24
Link2248: itemNo1=57, itemNo2=15, cost=54
Link2249: itemNo1=57, itemNo2=17, cost=61
Link2250: itemNo1=57, itemNo2=20, cost=60
Link2251: itemNo1=57, itemNo2=22, cost=81
Link2252: itemNo1=57, itemNo2=25, cost=36
Link2253: itemNo1=57, itemNo2=26, cost=66
Link2254: itemNo1=57, itemNo2=28, cost=38
Link2255: itemNo1=57, itemNo2=32, cost=51
Link2256: itemNo1=57, itemNo2=34, cost=63
Link2257: itemNo1=57, itemNo2=36, cost=64
Link2258: itemNo1=57, itemNo2=39, cost=22
Link2259: itemNo1=57, itemNo2=44, cost=35
Link2260: itemNo1=57, itemNo2=52, cost=1
Link2261: itemNo1=57, itemNo2=55, cost=3
Link2262: itemNo1=57, itemNo2=56, cost=46
Link2263: itemNo1=57, itemNo2=61, cost=49
Link2264: itemNo1=57, itemNo2=65, cost=98
Link2265: itemNo1=57, itemNo2=68, cost=66
Link2266: itemNo1=57, itemNo2=73, cost=68
Link2267: itemNo1=57, itemNo2=75, cost=23
Link2268: itemNo1=57, itemNo2=82, cost=56
Link2269: itemNo1=57, itemNo2=83, cost=41
Link2270: itemNo1=57, itemNo2=84, cost=20
Link2271: itemNo1=57, itemNo2=85, cost=75
Link2272: itemNo1=57, itemNo2=97, cost=20
Link2273: itemNo1=57, itemNo2=104, cost=99
Link2274: itemNo1=57, itemNo2=106, cost=64
Link2275: itemNo1=57, itemNo2=107, cost=33
Link2276: itemNo1=57, itemNo2=108, cost=10
Link2277: itemNo1=57, itemNo2=118, cost=42
Link2278: itemNo1=57, itemNo2=121, cost=31
Link2279: itemNo1=57, itemNo2=124, cost=83
Link2280: itemNo1=57, itemNo2=141, cost=77
Link2281: itemNo1=57, itemNo2=144, cost=57
Link2282: itemNo1=57, itemNo2=149, cost=7
Link2283: itemNo1=57, itemNo2=160, cost=91
Link2284: itemNo1=57, itemNo2=163, cost=94
Link2285: itemNo1=57, itemNo2=174, cost=13
Link2286: itemNo1=57, itemNo2=182, cost=23
Link2287: itemNo1=57, itemNo2=183, cost=13
Link2288: itemNo1=57, itemNo2=194, cost=39
Link2289: itemNo1=57, itemNo2=197, cost=68
Link2290: itemNo1=58, itemNo2=2, cost=5
Link2291: itemNo1=58, itemNo2=6, cost=90
Link2292: itemNo1=58, itemNo2=7, cost=31
Link2293: itemNo1=58, itemNo2=9, cost=2
Link2294: itemNo1=58, itemNo2=10, cost=37
Link2295: itemNo1=58, itemNo2=20, cost=65
Link2296: itemNo1=58, itemNo2=22, cost=16
Link2297: itemNo1=58, itemNo2=27, cost=20
Link2298: itemNo1=58, itemNo2=35, cost=44
Link2299: itemNo1=58, itemNo2=38, cost=34
Link2300: itemNo1=58, itemNo2=43, cost=56
Link2301: itemNo1=58, itemNo2=46, cost=35
Link2302: itemNo1=58, itemNo2=54, cost=82
Link2303: itemNo1=58, itemNo2=56, cost=31
Link2304: itemNo1=58, itemNo2=57, cost=86
Link2305: itemNo1=58, itemNo2=66, cost=23
Link2306: itemNo1=58, itemNo2=69, cost=19
Link2307: itemNo1=58, itemNo2=70, cost=38
Link2308: itemNo1=58, itemNo2=81, cost=94
Link2309: itemNo1=58, itemNo2=94, cost=93
Link2310: itemNo1=58, itemNo2=97, cost=86
Link2311: itemNo1=58, itemNo2=101, cost=35
Link2312: itemNo1=58, itemNo2=107, cost=59
Link2313: itemNo1=58, itemNo2=112, cost=22
Link2314: itemNo1=58, itemNo2=121, cost=64
Link2315: itemNo1=58, itemNo2=122, cost=13
